timestamp,channel_id,value,unit,subsystem,sequence_number,source_file
46.0,A-1,5997.5,rpm,ADCS,46,A-1.npy
47.0,A-1,5997.5,rpm,ADCS,47,A-1.npy
48.0,A-1,5997.5,rpm,ADCS,48,A-1.npy
49.0,A-1,5997.5,rpm,ADCS,49,A-1.npy
50.0,A-1,5997.5,rpm,ADCS,50,A-1.npy
51.0,A-1,5997.5,rpm,ADCS,51,A-1.npy
52.0,A-1,5997.5,rpm,ADCS,52,A-1.npy
53.0,A-1,5997.5,rpm,ADCS,53,A-1.npy
54.0,A-1,5997.5,rpm,ADCS,54,A-1.npy
55.0,A-1,5997.5,rpm,ADCS,55,A-1.npy
56.0,A-1,5997.5,rpm,ADCS,56,A-1.npy
57.0,A-1,5997.5,rpm,ADCS,57,A-1.npy
58.0,A-1,5997.5,rpm,ADCS,58,A-1.npy
59.0,A-1,5997.5,rpm,ADCS,59,A-1.npy
60.0,A-1,5997.5,rpm,ADCS,60,A-1.npy
61.0,A-1,5997.5,rpm,ADCS,61,A-1.npy
62.0,A-1,5997.5,rpm,ADCS,62,A-1.npy
63.0,A-1,5997.5,rpm,ADCS,63,A-1.npy
64.0,A-1,5997.5,rpm,ADCS,64,A-1.npy
65.0,A-1,5997.5,rpm,ADCS,65,A-1.npy
66.0,A-1,5997.5,rpm,ADCS,66,A-1.npy
67.0,A-1,5997.5,rpm,ADCS,67,A-1.npy
68.0,A-1,5997.5,rpm,ADCS,68,A-1.npy
69.0,A-1,5997.5,rpm,ADCS,69,A-1.npy
70.0,A-1,5997.5,rpm,ADCS,70,A-1.npy
71.0,A-1,5997.5,rpm,ADCS,71,A-1.npy
72.0,A-1,5997.5,rpm,ADCS,72,A-1.npy
73.0,A-1,5997.5,rpm,ADCS,73,A-1.npy
74.0,A-1,5997.5,rpm,ADCS,74,A-1.npy
75.0,A-1,5997.5,rpm,ADCS,75,A-1.npy
76.0,A-1,5997.5,rpm,ADCS,76,A-1.npy
77.0,A-1,5997.5,rpm,ADCS,77,A-1.npy
78.0,A-1,5997.5,rpm,ADCS,78,A-1.npy
79.0,A-1,5997.5,rpm,ADCS,79,A-1.npy
80.0,A-1,5997.5,rpm,ADCS,80,A-1.npy
81.0,A-1,5997.5,rpm,ADCS,81,A-1.npy
82.0,A-1,5997.5,rpm,ADCS,82,A-1.npy
83.0,A-1,5997.5,rpm,ADCS,83,A-1.npy
84.0,A-1,5997.5,rpm,ADCS,84,A-1.npy
85.0,A-1,5997.5,rpm,ADCS,85,A-1.npy
86.0,A-1,5997.5,rpm,ADCS,86,A-1.npy
87.0,A-1,5997.5,rpm,ADCS,87,A-1.npy
88.0,A-1,5997.5,rpm,ADCS,88,A-1.npy
89.0,A-1,5997.5,rpm,ADCS,89,A-1.npy
90.0,A-1,5997.5,rpm,ADCS,90,A-1.npy
91.0,A-1,5997.5,rpm,ADCS,91,A-1.npy
92.0,A-1,5997.5,rpm,ADCS,92,A-1.npy
93.0,A-1,5997.5,rpm,ADCS,93,A-1.npy
94.0,A-1,5997.5,rpm,ADCS,94,A-1.npy
95.0,A-1,5997.5,rpm,ADCS,95,A-1.npy
96.0,A-1,5997.5,rpm,ADCS,96,A-1.npy
97.0,A-1,5997.5,rpm,ADCS,97,A-1.npy
98.0,A-1,5997.5,rpm,ADCS,98,A-1.npy
99.0,A-1,5997.5,rpm,ADCS,99,A-1.npy
100.0,A-1,5997.5,rpm,ADCS,100,A-1.npy
101.0,A-1,5997.5,rpm,ADCS,101,A-1.npy
102.0,A-1,5997.5,rpm,ADCS,102,A-1.npy
103.0,A-1,5997.5,rpm,ADCS,103,A-1.npy
104.0,A-1,5997.5,rpm,ADCS,104,A-1.npy
105.0,A-1,5997.5,rpm,ADCS,105,A-1.npy
106.0,A-1,5997.5,rpm,ADCS,106,A-1.npy
107.0,A-1,5997.5,rpm,ADCS,107,A-1.npy
108.0,A-1,5997.5,rpm,ADCS,108,A-1.npy
109.0,A-1,5997.5,rpm,ADCS,109,A-1.npy
110.0,A-1,5997.5,rpm,ADCS,110,A-1.npy
111.0,A-1,5997.5,rpm,ADCS,111,A-1.npy
112.0,A-1,5997.5,rpm,ADCS,112,A-1.npy
113.0,A-1,5997.5,rpm,ADCS,113,A-1.npy
114.0,A-1,5997.5,rpm,ADCS,114,A-1.npy
115.0,A-1,5997.5,rpm,ADCS,115,A-1.npy
116.0,A-1,5997.5,rpm,ADCS,116,A-1.npy
117.0,A-1,5997.5,rpm,ADCS,117,A-1.npy
118.0,A-1,5997.5,rpm,ADCS,118,A-1.npy
119.0,A-1,5997.5,rpm,ADCS,119,A-1.npy
120.0,A-1,5997.5,rpm,ADCS,120,A-1.npy
121.0,A-1,5997.5,rpm,ADCS,121,A-1.npy
122.0,A-1,5997.5,rpm,ADCS,122,A-1.npy
123.0,A-1,5997.5,rpm,ADCS,123,A-1.npy
124.0,A-1,5997.5,rpm,ADCS,124,A-1.npy
125.0,A-1,5997.5,rpm,ADCS,125,A-1.npy
126.0,A-1,5997.5,rpm,ADCS,126,A-1.npy
127.0,A-1,5997.5,rpm,ADCS,127,A-1.npy
128.0,A-1,5997.5,rpm,ADCS,128,A-1.npy
129.0,A-1,5997.5,rpm,ADCS,129,A-1.npy
130.0,A-1,5997.5,rpm,ADCS,130,A-1.npy
131.0,A-1,5997.5,rpm,ADCS,131,A-1.npy
132.0,A-1,5997.5,rpm,ADCS,132,A-1.npy
133.0,A-1,5997.5,rpm,ADCS,133,A-1.npy
134.0,A-1,5997.5,rpm,ADCS,134,A-1.npy
135.0,A-1,5997.5,rpm,ADCS,135,A-1.npy
136.0,A-1,5997.5,rpm,ADCS,136,A-1.npy
137.0,A-1,5997.5,rpm,ADCS,137,A-1.npy
138.0,A-1,5997.5,rpm,ADCS,138,A-1.npy
139.0,A-1,5997.5,rpm,ADCS,139,A-1.npy
140.0,A-1,5997.5,rpm,ADCS,140,A-1.npy
141.0,A-1,5997.5,rpm,ADCS,141,A-1.npy
142.0,A-1,5997.5,rpm,ADCS,142,A-1.npy
143.0,A-1,5997.5,rpm,ADCS,143,A-1.npy
144.0,A-1,5997.5,rpm,ADCS,144,A-1.npy
145.0,A-1,5997.5,rpm,ADCS,145,A-1.npy
146.0,A-1,5997.5,rpm,ADCS,146,A-1.npy
147.0,A-1,5997.5,rpm,ADCS,147,A-1.npy
148.0,A-1,5997.5,rpm,ADCS,148,A-1.npy
149.0,A-1,5997.5,rpm,ADCS,149,A-1.npy
150.0,A-1,5997.5,rpm,ADCS,150,A-1.npy
151.0,A-1,5997.5,rpm,ADCS,151,A-1.npy
152.0,A-1,5997.5,rpm,ADCS,152,A-1.npy
153.0,A-1,5997.5,rpm,ADCS,153,A-1.npy
154.0,A-1,5997.5,rpm,ADCS,154,A-1.npy
155.0,A-1,5997.5,rpm,ADCS,155,A-1.npy
156.0,A-1,5997.5,rpm,ADCS,156,A-1.npy
157.0,A-1,5997.5,rpm,ADCS,157,A-1.npy
158.0,A-1,5997.5,rpm,ADCS,158,A-1.npy
159.0,A-1,5997.5,rpm,ADCS,159,A-1.npy
160.0,A-1,5997.5,rpm,ADCS,160,A-1.npy
161.0,A-1,5997.5,rpm,ADCS,161,A-1.npy
162.0,A-1,5997.5,rpm,ADCS,162,A-1.npy
163.0,A-1,5997.5,rpm,ADCS,163,A-1.npy
164.0,A-1,5997.5,rpm,ADCS,164,A-1.npy
165.0,A-1,5997.5,rpm,ADCS,165,A-1.npy
166.0,A-1,5997.5,rpm,ADCS,166,A-1.npy
167.0,A-1,5997.5,rpm,ADCS,167,A-1.npy
168.0,A-1,5997.5,rpm,ADCS,168,A-1.npy
169.0,A-1,5997.5,rpm,ADCS,169,A-1.npy
170.0,A-1,5997.5,rpm,ADCS,170,A-1.npy
171.0,A-1,5997.5,rpm,ADCS,171,A-1.npy
172.0,A-1,5997.5,rpm,ADCS,172,A-1.npy
173.0,A-1,5997.5,rpm,ADCS,173,A-1.npy
174.0,A-1,5997.5,rpm,ADCS,174,A-1.npy
175.0,A-1,5997.5,rpm,ADCS,175,A-1.npy
176.0,A-1,5997.5,rpm,ADCS,176,A-1.npy
177.0,A-1,5997.5,rpm,ADCS,177,A-1.npy
178.0,A-1,5997.5,rpm,ADCS,178,A-1.npy
179.0,A-1,5997.5,rpm,ADCS,179,A-1.npy
180.0,A-1,5997.5,rpm,ADCS,180,A-1.npy
181.0,A-1,5997.5,rpm,ADCS,181,A-1.npy
182.0,A-1,5997.5,rpm,ADCS,182,A-1.npy
183.0,A-1,5997.5,rpm,ADCS,183,A-1.npy
184.0,A-1,5997.5,rpm,ADCS,184,A-1.npy
185.0,A-1,5997.5,rpm,ADCS,185,A-1.npy
186.0,A-1,5997.5,rpm,ADCS,186,A-1.npy
187.0,A-1,5997.5,rpm,ADCS,187,A-1.npy
188.0,A-1,5997.5,rpm,ADCS,188,A-1.npy
189.0,A-1,5997.5,rpm,ADCS,189,A-1.npy
190.0,A-1,5997.5,rpm,ADCS,190,A-1.npy
191.0,A-1,5997.5,rpm,ADCS,191,A-1.npy
192.0,A-1,5997.5,rpm,ADCS,192,A-1.npy
193.0,A-1,5997.5,rpm,ADCS,193,A-1.npy
194.0,A-1,5997.5,rpm,ADCS,194,A-1.npy
195.0,A-1,5997.5,rpm,ADCS,195,A-1.npy
196.0,A-1,5997.5,rpm,ADCS,196,A-1.npy
197.0,A-1,5997.5,rpm,ADCS,197,A-1.npy
198.0,A-1,5997.5,rpm,ADCS,198,A-1.npy
199.0,A-1,5997.5,rpm,ADCS,199,A-1.npy
200.0,A-1,5997.5,rpm,ADCS,200,A-1.npy
201.0,A-1,5997.5,rpm,ADCS,201,A-1.npy
202.0,A-1,5997.5,rpm,ADCS,202,A-1.npy
203.0,A-1,5997.5,rpm,ADCS,203,A-1.npy
204.0,A-1,5997.5,rpm,ADCS,204,A-1.npy
205.0,A-1,5997.5,rpm,ADCS,205,A-1.npy
206.0,A-1,5997.5,rpm,ADCS,206,A-1.npy
207.0,A-1,5997.5,rpm,ADCS,207,A-1.npy
208.0,A-1,5997.5,rpm,ADCS,208,A-1.npy
209.0,A-1,5997.5,rpm,ADCS,209,A-1.npy
210.0,A-1,5997.5,rpm,ADCS,210,A-1.npy
211.0,A-1,5997.5,rpm,ADCS,211,A-1.npy
212.0,A-1,5997.5,rpm,ADCS,212,A-1.npy
213.0,A-1,5997.5,rpm,ADCS,213,A-1.npy
214.0,A-1,5997.5,rpm,ADCS,214,A-1.npy
215.0,A-1,5997.5,rpm,ADCS,215,A-1.npy
216.0,A-1,5997.5,rpm,ADCS,216,A-1.npy
217.0,A-1,5997.5,rpm,ADCS,217,A-1.npy
218.0,A-1,5997.5,rpm,ADCS,218,A-1.npy
219.0,A-1,5997.5,rpm,ADCS,219,A-1.npy
220.0,A-1,5997.5,rpm,ADCS,220,A-1.npy
221.0,A-1,5997.5,rpm,ADCS,221,A-1.npy
222.0,A-1,5997.5,rpm,ADCS,222,A-1.npy
223.0,A-1,5997.5,rpm,ADCS,223,A-1.npy
224.0,A-1,5997.5,rpm,ADCS,224,A-1.npy
225.0,A-1,5997.5,rpm,ADCS,225,A-1.npy
226.0,A-1,5997.5,rpm,ADCS,226,A-1.npy
227.0,A-1,5997.5,rpm,ADCS,227,A-1.npy
228.0,A-1,5997.5,rpm,ADCS,228,A-1.npy
229.0,A-1,5997.5,rpm,ADCS,229,A-1.npy
230.0,A-1,5997.5,rpm,ADCS,230,A-1.npy
231.0,A-1,5997.5,rpm,ADCS,231,A-1.npy
232.0,A-1,5997.5,rpm,ADCS,232,A-1.npy
233.0,A-1,5997.5,rpm,ADCS,233,A-1.npy
234.0,A-1,5997.5,rpm,ADCS,234,A-1.npy
235.0,A-1,5997.5,rpm,ADCS,235,A-1.npy
236.0,A-1,5997.5,rpm,ADCS,236,A-1.npy
237.0,A-1,5997.5,rpm,ADCS,237,A-1.npy
238.0,A-1,5997.5,rpm,ADCS,238,A-1.npy
239.0,A-1,5997.5,rpm,ADCS,239,A-1.npy
240.0,A-1,5997.5,rpm,ADCS,240,A-1.npy
241.0,A-1,5997.5,rpm,ADCS,241,A-1.npy
242.0,A-1,5997.5,rpm,ADCS,242,A-1.npy
243.0,A-1,5997.5,rpm,ADCS,243,A-1.npy
244.0,A-1,5997.5,rpm,ADCS,244,A-1.npy
245.0,A-1,5997.5,rpm,ADCS,245,A-1.npy
246.0,A-1,5997.5,rpm,ADCS,246,A-1.npy
247.0,A-1,5997.5,rpm,ADCS,247,A-1.npy
248.0,A-1,5997.5,rpm,ADCS,248,A-1.npy
249.0,A-1,5997.5,rpm,ADCS,249,A-1.npy
250.0,A-1,5997.5,rpm,ADCS,250,A-1.npy
251.0,A-1,5997.5,rpm,ADCS,251,A-1.npy
252.0,A-1,5997.5,rpm,ADCS,252,A-1.npy
253.0,A-1,5997.5,rpm,ADCS,253,A-1.npy
254.0,A-1,5997.5,rpm,ADCS,254,A-1.npy
255.0,A-1,5997.5,rpm,ADCS,255,A-1.npy
256.0,A-1,5997.5,rpm,ADCS,256,A-1.npy
257.0,A-1,5997.5,rpm,ADCS,257,A-1.npy
258.0,A-1,5997.5,rpm,ADCS,258,A-1.npy
259.0,A-1,5997.5,rpm,ADCS,259,A-1.npy
260.0,A-1,5997.5,rpm,ADCS,260,A-1.npy
261.0,A-1,5997.5,rpm,ADCS,261,A-1.npy
262.0,A-1,5997.5,rpm,ADCS,262,A-1.npy
263.0,A-1,5997.5,rpm,ADCS,263,A-1.npy
264.0,A-1,5997.5,rpm,ADCS,264,A-1.npy
265.0,A-1,5997.5,rpm,ADCS,265,A-1.npy
266.0,A-1,5997.5,rpm,ADCS,266,A-1.npy
267.0,A-1,5997.5,rpm,ADCS,267,A-1.npy
268.0,A-1,5997.5,rpm,ADCS,268,A-1.npy
269.0,A-1,5997.5,rpm,ADCS,269,A-1.npy
270.0,A-1,5997.5,rpm,ADCS,270,A-1.npy
271.0,A-1,5997.5,rpm,ADCS,271,A-1.npy
272.0,A-1,5997.5,rpm,ADCS,272,A-1.npy
273.0,A-1,5997.5,rpm,ADCS,273,A-1.npy
274.0,A-1,5997.5,rpm,ADCS,274,A-1.npy
275.0,A-1,5997.5,rpm,ADCS,275,A-1.npy
276.0,A-1,5997.5,rpm,ADCS,276,A-1.npy
277.0,A-1,5997.5,rpm,ADCS,277,A-1.npy
278.0,A-1,5997.5,rpm,ADCS,278,A-1.npy
279.0,A-1,5997.5,rpm,ADCS,279,A-1.npy
280.0,A-1,5997.5,rpm,ADCS,280,A-1.npy
281.0,A-1,5997.5,rpm,ADCS,281,A-1.npy
282.0,A-1,5997.5,rpm,ADCS,282,A-1.npy
283.0,A-1,5997.5,rpm,ADCS,283,A-1.npy
284.0,A-1,5997.5,rpm,ADCS,284,A-1.npy
285.0,A-1,5997.5,rpm,ADCS,285,A-1.npy
286.0,A-1,5997.5,rpm,ADCS,286,A-1.npy
287.0,A-1,5997.5,rpm,ADCS,287,A-1.npy
288.0,A-1,5997.5,rpm,ADCS,288,A-1.npy
289.0,A-1,5997.5,rpm,ADCS,289,A-1.npy
290.0,A-1,5997.5,rpm,ADCS,290,A-1.npy
291.0,A-1,5997.5,rpm,ADCS,291,A-1.npy
292.0,A-1,5997.5,rpm,ADCS,292,A-1.npy
293.0,A-1,5997.5,rpm,ADCS,293,A-1.npy
294.0,A-1,5997.5,rpm,ADCS,294,A-1.npy
295.0,A-1,5997.5,rpm,ADCS,295,A-1.npy
296.0,A-1,5997.5,rpm,ADCS,296,A-1.npy
297.0,A-1,5997.5,rpm,ADCS,297,A-1.npy
298.0,A-1,5997.5,rpm,ADCS,298,A-1.npy
299.0,A-1,5997.5,rpm,ADCS,299,A-1.npy
300.0,A-1,5997.5,rpm,ADCS,300,A-1.npy
301.0,A-1,5997.5,rpm,ADCS,301,A-1.npy
302.0,A-1,5997.5,rpm,ADCS,302,A-1.npy
303.0,A-1,5997.5,rpm,ADCS,303,A-1.npy
304.0,A-1,5997.5,rpm,ADCS,304,A-1.npy
305.0,A-1,5997.5,rpm,ADCS,305,A-1.npy
306.0,A-1,5997.5,rpm,ADCS,306,A-1.npy
307.0,A-1,5997.5,rpm,ADCS,307,A-1.npy
308.0,A-1,5997.5,rpm,ADCS,308,A-1.npy
309.0,A-1,5997.5,rpm,ADCS,309,A-1.npy
310.0,A-1,5997.5,rpm,ADCS,310,A-1.npy
311.0,A-1,5997.5,rpm,ADCS,311,A-1.npy
312.0,A-1,5997.5,rpm,ADCS,312,A-1.npy
313.0,A-1,5997.5,rpm,ADCS,313,A-1.npy
314.0,A-1,5997.5,rpm,ADCS,314,A-1.npy
315.0,A-1,5997.5,rpm,ADCS,315,A-1.npy
316.0,A-1,5997.5,rpm,ADCS,316,A-1.npy
317.0,A-1,5997.5,rpm,ADCS,317,A-1.npy
318.0,A-1,5997.5,rpm,ADCS,318,A-1.npy
319.0,A-1,5997.5,rpm,ADCS,319,A-1.npy
320.0,A-1,5997.5,rpm,ADCS,320,A-1.npy
321.0,A-1,5997.5,rpm,ADCS,321,A-1.npy
322.0,A-1,5997.5,rpm,ADCS,322,A-1.npy
323.0,A-1,5997.5,rpm,ADCS,323,A-1.npy
324.0,A-1,5997.5,rpm,ADCS,324,A-1.npy
325.0,A-1,5997.5,rpm,ADCS,325,A-1.npy
326.0,A-1,5997.5,rpm,ADCS,326,A-1.npy
327.0,A-1,5997.5,rpm,ADCS,327,A-1.npy
328.0,A-1,5997.5,rpm,ADCS,328,A-1.npy
329.0,A-1,5997.5,rpm,ADCS,329,A-1.npy
330.0,A-1,5997.5,rpm,ADCS,330,A-1.npy
331.0,A-1,5997.5,rpm,ADCS,331,A-1.npy
332.0,A-1,5997.5,rpm,ADCS,332,A-1.npy
333.0,A-1,5997.5,rpm,ADCS,333,A-1.npy
334.0,A-1,5997.5,rpm,ADCS,334,A-1.npy
335.0,A-1,5997.5,rpm,ADCS,335,A-1.npy
336.0,A-1,5997.5,rpm,ADCS,336,A-1.npy
337.0,A-1,5997.5,rpm,ADCS,337,A-1.npy
338.0,A-1,5997.5,rpm,ADCS,338,A-1.npy
339.0,A-1,5997.5,rpm,ADCS,339,A-1.npy
340.0,A-1,5997.5,rpm,ADCS,340,A-1.npy
341.0,A-1,5997.5,rpm,ADCS,341,A-1.npy
342.0,A-1,5997.5,rpm,ADCS,342,A-1.npy
343.0,A-1,5997.5,rpm,ADCS,343,A-1.npy
344.0,A-1,5997.5,rpm,ADCS,344,A-1.npy
345.0,A-1,5997.5,rpm,ADCS,345,A-1.npy
346.0,A-1,5997.5,rpm,ADCS,346,A-1.npy
347.0,A-1,5997.5,rpm,ADCS,347,A-1.npy
348.0,A-1,5997.5,rpm,ADCS,348,A-1.npy
349.0,A-1,5997.5,rpm,ADCS,349,A-1.npy
350.0,A-1,5997.5,rpm,ADCS,350,A-1.npy
351.0,A-1,5997.5,rpm,ADCS,351,A-1.npy
352.0,A-1,5997.5,rpm,ADCS,352,A-1.npy
353.0,A-1,5997.5,rpm,ADCS,353,A-1.npy
354.0,A-1,5997.5,rpm,ADCS,354,A-1.npy
355.0,A-1,5997.5,rpm,ADCS,355,A-1.npy
356.0,A-1,5997.5,rpm,ADCS,356,A-1.npy
357.0,A-1,5997.5,rpm,ADCS,357,A-1.npy
358.0,A-1,5997.5,rpm,ADCS,358,A-1.npy
359.0,A-1,5997.5,rpm,ADCS,359,A-1.npy
360.0,A-1,5997.5,rpm,ADCS,360,A-1.npy
361.0,A-1,5997.5,rpm,ADCS,361,A-1.npy
362.0,A-1,5997.5,rpm,ADCS,362,A-1.npy
363.0,A-1,5997.5,rpm,ADCS,363,A-1.npy
364.0,A-1,5997.5,rpm,ADCS,364,A-1.npy
365.0,A-1,5997.5,rpm,ADCS,365,A-1.npy
366.0,A-1,5997.5,rpm,ADCS,366,A-1.npy
367.0,A-1,5997.5,rpm,ADCS,367,A-1.npy
368.0,A-1,5997.5,rpm,ADCS,368,A-1.npy
369.0,A-1,5997.5,rpm,ADCS,369,A-1.npy
370.0,A-1,5997.5,rpm,ADCS,370,A-1.npy
371.0,A-1,5997.5,rpm,ADCS,371,A-1.npy
372.0,A-1,5997.5,rpm,ADCS,372,A-1.npy
373.0,A-1,5997.5,rpm,ADCS,373,A-1.npy
374.0,A-1,5997.5,rpm,ADCS,374,A-1.npy
375.0,A-1,5997.5,rpm,ADCS,375,A-1.npy
376.0,A-1,5997.5,rpm,ADCS,376,A-1.npy
377.0,A-1,5997.5,rpm,ADCS,377,A-1.npy
378.0,A-1,5997.5,rpm,ADCS,378,A-1.npy
379.0,A-1,5997.5,rpm,ADCS,379,A-1.npy
380.0,A-1,5997.5,rpm,ADCS,380,A-1.npy
381.0,A-1,5997.5,rpm,ADCS,381,A-1.npy
382.0,A-1,5997.5,rpm,ADCS,382,A-1.npy
383.0,A-1,5997.5,rpm,ADCS,383,A-1.npy
384.0,A-1,5997.5,rpm,ADCS,384,A-1.npy
385.0,A-1,5997.5,rpm,ADCS,385,A-1.npy
386.0,A-1,5997.5,rpm,ADCS,386,A-1.npy
387.0,A-1,5997.5,rpm,ADCS,387,A-1.npy
388.0,A-1,5997.5,rpm,ADCS,388,A-1.npy
389.0,A-1,5997.5,rpm,ADCS,389,A-1.npy
390.0,A-1,5997.5,rpm,ADCS,390,A-1.npy
391.0,A-1,5997.5,rpm,ADCS,391,A-1.npy
392.0,A-1,5997.5,rpm,ADCS,392,A-1.npy
393.0,A-1,5997.5,rpm,ADCS,393,A-1.npy
394.0,A-1,5997.5,rpm,ADCS,394,A-1.npy
395.0,A-1,5997.5,rpm,ADCS,395,A-1.npy
396.0,A-1,5997.5,rpm,ADCS,396,A-1.npy
397.0,A-1,5997.5,rpm,ADCS,397,A-1.npy
398.0,A-1,5997.5,rpm,ADCS,398,A-1.npy
399.0,A-1,5997.5,rpm,ADCS,399,A-1.npy
400.0,A-1,5997.5,rpm,ADCS,400,A-1.npy
401.0,A-1,5997.5,rpm,ADCS,401,A-1.npy
402.0,A-1,5997.5,rpm,ADCS,402,A-1.npy
403.0,A-1,5997.5,rpm,ADCS,403,A-1.npy
404.0,A-1,5997.5,rpm,ADCS,404,A-1.npy
405.0,A-1,5997.5,rpm,ADCS,405,A-1.npy
406.0,A-1,5997.5,rpm,ADCS,406,A-1.npy
407.0,A-1,5997.5,rpm,ADCS,407,A-1.npy
408.0,A-1,5997.5,rpm,ADCS,408,A-1.npy
409.0,A-1,5997.5,rpm,ADCS,409,A-1.npy
410.0,A-1,5997.5,rpm,ADCS,410,A-1.npy
411.0,A-1,5997.5,rpm,ADCS,411,A-1.npy
412.0,A-1,5997.5,rpm,ADCS,412,A-1.npy
413.0,A-1,5997.5,rpm,ADCS,413,A-1.npy
414.0,A-1,5997.5,rpm,ADCS,414,A-1.npy
415.0,A-1,5997.5,rpm,ADCS,415,A-1.npy
416.0,A-1,5997.5,rpm,ADCS,416,A-1.npy
417.0,A-1,5997.5,rpm,ADCS,417,A-1.npy
418.0,A-1,5997.5,rpm,ADCS,418,A-1.npy
419.0,A-1,5997.5,rpm,ADCS,419,A-1.npy
420.0,A-1,5997.5,rpm,ADCS,420,A-1.npy
421.0,A-1,5997.5,rpm,ADCS,421,A-1.npy
422.0,A-1,5997.5,rpm,ADCS,422,A-1.npy
423.0,A-1,5997.5,rpm,ADCS,423,A-1.npy
424.0,A-1,5997.5,rpm,ADCS,424,A-1.npy
425.0,A-1,5997.5,rpm,ADCS,425,A-1.npy
426.0,A-1,5997.5,rpm,ADCS,426,A-1.npy
427.0,A-1,5997.5,rpm,ADCS,427,A-1.npy
428.0,A-1,5997.5,rpm,ADCS,428,A-1.npy
429.0,A-1,5997.5,rpm,ADCS,429,A-1.npy
430.0,A-1,5997.5,rpm,ADCS,430,A-1.npy
431.0,A-1,5997.5,rpm,ADCS,431,A-1.npy
432.0,A-1,5997.5,rpm,ADCS,432,A-1.npy
433.0,A-1,5997.5,rpm,ADCS,433,A-1.npy
434.0,A-1,5997.5,rpm,ADCS,434,A-1.npy
435.0,A-1,5997.5,rpm,ADCS,435,A-1.npy
436.0,A-1,5997.5,rpm,ADCS,436,A-1.npy
437.0,A-1,5997.5,rpm,ADCS,437,A-1.npy
438.0,A-1,5997.5,rpm,ADCS,438,A-1.npy
439.0,A-1,5997.5,rpm,ADCS,439,A-1.npy
440.0,A-1,5997.5,rpm,ADCS,440,A-1.npy
441.0,A-1,5997.5,rpm,ADCS,441,A-1.npy
442.0,A-1,5997.5,rpm,ADCS,442,A-1.npy
443.0,A-1,5997.5,rpm,ADCS,443,A-1.npy
444.0,A-1,5997.5,rpm,ADCS,444,A-1.npy
445.0,A-1,5997.5,rpm,ADCS,445,A-1.npy
446.0,A-1,5997.5,rpm,ADCS,446,A-1.npy
447.0,A-1,5997.5,rpm,ADCS,447,A-1.npy
448.0,A-1,5997.5,rpm,ADCS,448,A-1.npy
